,USDBRL,USDZAR,USDTRY
2020-04-13,-0.013174576616567629,0.011055276647836695,-0.015304326613301342
2020-04-14,0.01020441439967624,0.0446816484708586,0.0076678710070337145
2020-04-15,0.00321940034099746,-0.005329217179023682,0.0011726128298453252
2020-04-16,0.005367305743047435,0.004563633105974936,-0.016882973528949703
2020-04-17,-0.004040570768039709,-0.01304071344422886,0.002671072281637038
2020-04-20,0.0012083975824552545,0.004295856179282372,0.0029707132231204104
2020-04-21,0.006930570788940058,0.005509731119166725,0.00249420214858541
2020-04-22,-0.0005177422862215972,-0.0005358414758112266,0.0037238636450919417
2020-04-23,-0.0002544418205558041,-0.011427867545385259,-0.005357290515671674
2020-04-24,-0.007408027700288665,-0.017174455826693504,-0.014699282069105373
2020-04-27,-0.010309060831402754,-0.005210013366996934,-0.010691909103360358
2020-04-28,0.003434397361720612,-0.0008842635997732386,-0.0074106888837415915
2020-04-29,0.008304595856615676,0.002689588263280838,-0.0017776687965267127
2020-04-30,-0.0030534349154588275,0.011822910263050736,-0.005598261083242576
2020-05-01,0.009642773899539991,-0.0035424256729434896,0.0014939334619648126
2020-05-04,-0.0010471817505948232,-0.003154062215800916,0.0019591698751446184
2020-05-05,-0.00462884077097357,-0.0007427986992198056,-9.832422863816428e-05
2020-05-06,-0.0029472414723630915,-0.0017365028253832938,-0.005658391244368996
2020-05-07,-0.00047079234486671064,-0.003116606401076409,-0.005400900522883213
2020-05-08,-0.005349163434001034,-0.013821759401828799,0.005282982499205779
2020-05-11,0.02612622090560513,0.027599166406934113,0.02942536896017087
2020-05-12,0.01872651422036775,-0.026990706092339296,0.015651548102146154
2020-05-13,-0.0022023298871298664,-0.0010880761209629902,-0.025035630886923135
2020-05-14,-0.03974672595464959,0.00506753722320267,0.02538573992020582
2020-05-15,0.012860037223297227,0.0032348556297321445,0.033132277559693835
2020-05-18,0.01195682242618426,-0.005542626227172933,-0.03757617680712734
2020-05-19,0.026584429309164354,0.026681804103055748,-0.019003880444173595
2020-05-20,0.022303000015794976,0.011576509366524936,0.028597546315387665
2020-05-21,-0.009731731640666194,0.016123378626804265,-0.02754465012150043
2020-05-22,-0.0010217612105177627,-0.009587620414856718,0.012819968072692298
2020-05-25,-0.01797468773871253,0.019137051441700356,0.01834526420635754
2020-05-26,0.006483575594710137,-0.0186560466129607,-0.01722528949966804
2020-05-27,-0.008350900922632607,-0.02569181359163793,-0.03968350108327542
2020-05-28,-0.003305732299070354,-0.008144363203364516,-0.058032361048000955
2020-05-29,-0.0058113784491307715,0.02790080853281693,-0.002224581955311757
2020-06-01,0.014008351889480106,-0.013012923339760018,0.01853705351320383
2020-06-02,0.009266141505353515,0.005769018551366262,0.024109047042376444
2020-06-03,-0.003221065124121272,0.005503080301859725,-0.0040947533603854554
2020-06-04,0.01159247585746063,0.027484042722566222,0.0018028053841264626
2020-06-05,-0.026000420971515253,-0.007385280042607093,0.02929867447108524
2020-06-08,0.020113882706888048,0.0032262842621043086,0.009565452248834035
2020-06-09,-0.0028529023799505554,-0.005944558814643374,0.030354912803880786
2020-06-10,-0.01170247901019744,0.013455703976099093,0.004903248503400244
2020-06-11,-0.014667044850296924,-0.004719285942887851,0.005883451712357987
2020-06-12,-0.003352430609714836,-0.0026946081720984633,0.018116617507798752
2020-06-15,-0.021926498222357246,-0.004937688922437218,0.013374988844130995
2020-06-16,-0.007688501800020876,-0.006698782309432567,0.011297052721592964
