,USD,BRL,ZAR,TRY
2020-03-23,-0.0070947841428631725,0.022399219533112386,-0.01828408562561098,0.010506981765741224
2020-03-24,-0.002089898383558761,-0.017419535033952955,-0.0001479236332222625,0.025220694433074915
2020-03-25,0.0008642318839171115,-0.0021141663077812595,-0.008141264324195947,0.022418797455098203
2020-03-26,0.007851488748600283,-0.017415604378587288,-0.02189630910880228,-0.012946668747415407
2020-03-27,-0.0007472530039838529,-0.006548640592469299,-0.010292569907310336,-0.03463483518274772
2020-03-30,0.0011427134425196564,-0.014078691756210687,-0.029608898870495757,-0.035844082669718474
2020-03-31,0.004261982474869935,-0.006021946352206677,0.0018886052652004397,-0.04088394657078859
2020-04-01,-0.001300472698544917,0.01909502646608293,0.006313267025742976,0.002603491554270113
2020-04-02,-0.00030275302686090207,0.013568300468707706,0.010638621946908611,-0.04912368563330761
2020-04-03,0.001746373532510527,0.015464279339974456,0.010598562191082081,-0.01738785455403336
2020-04-06,-0.0005533570575274752,-0.0023302016397056605,-0.019708652779137713,0.012697865490202662
2020-04-07,-0.0043954243975504355,0.021987699259919814,0.0010639710942010338,-0.0082085312528908
2020-04-08,-0.001100686440533227,-0.0022883477506120283,0.018408888252157654,0.01813827544547185
2020-04-09,-0.001614673171276583,0.002077420418616046,-0.005970096963769522,-0.040352991961502695
2020-04-10,0.003921523361731832,-0.010318948545717558,0.003922723660068178,-0.02293816520526691
2020-04-13,-0.0006228906770168061,0.012551685939550822,-0.011678167324853501,0.014681435936284536
2020-04-14,0.004758692767837461,-0.005445721631838779,-0.03992295570302114,-0.002909178239196253
2020-04-15,0.0014049087051585154,-0.0018144916358389448,0.006734125884182198,0.00023229587531319024
2020-04-16,-0.0025738653606108574,-0.007941171103658292,-0.007137498466585793,0.014309108168338846
2020-04-17,-0.0004453237615247593,0.00359524700651495,0.0125953896827041,-0.003116396043161797
2020-04-20,-0.0004378830207771844,-0.001646280603232439,-0.004733739200059556,-0.0034085962438975947
2020-04-21,0.0023266041978007284,-0.0046039665911393295,-0.003183126921365996,-0.00016759795078468158
2020-04-22,0.0001462961250561567,0.0006640384112777539,0.0006821376008673833,-0.003577567520035785
2020-04-23,-0.002432622148923734,-0.00217818032836793,0.008995245396461524,0.0029246683667479402
2020-04-24,-0.0029584362197957893,0.004449591480492876,0.014216019606897716,0.011740845849309584
2020-04-27,-0.002265970240602028,0.008043090590800725,0.0029440431263949057,0.008425938862758331
2020-04-28,9.158650273708166e-05,-0.00334281085898353,0.0009758501025103202,0.007502275386478673
2020-04-29,0.00010706981791794294,-0.008197526038697733,-0.002582518445362895,0.0018847386144446557
2020-04-30,-0.0010497992717322707,0.0020036356437265566,-0.012872709534783007,0.004548461811510305
2020-05-01,0.0018375522660498181,-0.007805221633490173,0.005379977938993308,0.0003436188040850056
2020-05-04,-0.0013003006789249745,-0.00025311892833015123,0.0018537615368759417,-0.0032594705540695927
2020-05-05,-0.00727612904498646,-0.0026472882740128903,-0.006533330345766654,-0.007177804816348296
2020-05-06,-0.0003205519648321006,0.002626689507530991,0.0014159508605511933,0.005337839279536896
2020-05-07,0.00013739992963787673,0.0006081922745045874,0.0032540063307142856,0.0055383004525210895
2020-05-08,0.006913468865052457,0.012262632299053491,0.020735228266881255,0.0016304863658466783
2020-05-11,-0.0008413573311136748,-0.026967578236718807,-0.02844052373804779,-0.030266726291284546
2020-05-12,0.00030447959928584347,-0.01842203462108191,0.02729518569162514,-0.01534706850286031
2020-05-13,-0.002019758611418643,0.00018257127571122335,-0.000931682490455653,0.023015872275504494
2020-05-14,-0.003375117469786304,0.03637160848486329,-0.008442654692988974,-0.028760857389992123
2020-05-15,0.0012902294065195807,-0.011569807816777647,-0.0019446262232125637,-0.031842048153174256
2020-05-18,-0.0020748805919174784,-0.014031703018101738,0.003467745635255455,0.03550129621520986
2020-05-19,0.007219526286670696,-0.019364903022493656,-0.01946227781638505,0.026223406730844293
2020-05-20,-0.0004696802662048819,-0.022772680281999857,-0.012046189632729817,-0.029067226581592547
2020-05-21,-0.0002428306557437989,0.009488900984922395,-0.016366209282548064,0.027301819465756633
2020-05-22,-0.0005555499440408197,0.00046621126647694295,0.009032070470815898,-0.013375518016733118
2020-05-25,-0.0005893422560351013,0.01738534548267743,-0.019726393697735458,-0.01893460646239264
2020-05-26,-0.0020298225605102447,-0.008513398155220382,0.016626224052450452,0.015195466939157798
2020-05-27,-0.002004176484806866,0.006346724437825742,0.023687637106831066,0.03767932459846855
2020-05-28,0.0002955578105199947,0.0036012901095903486,0.008439921013884511,0.05832791885852095
2020-05-29,-0.0017002132720715438,0.0041111651770592275,-0.029601021804888474,0.0005243686832402132
2020-06-01,0.005262958397482853,-0.008745393491997253,0.01827588173724287,-0.01327409511572098
2020-06-02,0.0054187200968376144,-0.0038474214085158992,-0.00035029845452864793,-0.018690326945538828
2020-06-03,-0.007570514064750901,-0.004349448940629629,-0.013073594366610626,-0.0034757607043654462
2020-06-04,-0.0031633594188688226,-0.014755835276329453,-0.030647402141435045,-0.004966164802995285
2020-06-05,-0.0006691686668721215,0.025331252304643132,0.006716111375734972,-0.029967843137957362
2020-06-08,0.004567791023900496,-0.015546091682987552,0.0013415067617961875,-0.004997661224933538
2020-06-09,9.360931456250382e-05,0.0029465116945130592,0.006038168129205879,-0.030261303489318284
2020-06-10,0.006763810162219367,0.018466289172416807,-0.006691893813879727,0.0018605616588191222
2020-06-11,-0.004364568064641983,0.01030247678565494,0.00035471787824586834,-0.01024801977699997
2020-06-12,0.0013791599204851,0.004731590530199936,0.004073768092583563,-0.016737457587313653
2020-06-15,-0.004560441877699371,0.017366056344657876,0.00037724704473784726,-0.017935430721830365
2020-06-16,-0.002741204352319678,0.004947297447701198,0.003957577957112889,-0.014038257073912642
